state,lea_or_school_name,entity_type,nces_id,tool_class,vendor,product_name,scope,campus_names_if_public,data_collected_summary,pii_or_student_content,lockdown_or_law_enforcement_notify,human_verification,status,first_public_date,last_verified_at,sources,notes,districts_csv_match,host_lea_districts_csv_match
AL,Morgan County Schools,traditional_lea,,entry_portal_weapons,Xtract One,Xtract One Gateway,multi_campus,Brewer High School;Falkville High School;Priceville High School;West Morgan High School;Danville High School,AI weapons detection screening at designated high-school entry points,unknown,yes,mixed,deployed,2026-03-05,2026-09-13,https://www.al.com/news/2026/03/north-alabama-school-system-installs-new-weapons-detection-technology.html;https://www.waff.com/2026/03/05/morgan-county-schools-implement-weapons-detection-systems-high-schools/;https://www.rocketcitynow.com/article/news/local/morgan-county-schools-deploys-ai-weapon-detection-tech-to-enhance-student-safety/525-86eecbee-5a8b-4b92-a2dd-53993c5f4458,"Five high-school Gateways; SRO response on alerts; expansion to elementary/middle planned. Proactive, not incident-driven per district.",Morgan County Schools,
AL,Athens City Schools,traditional_lea,,device_account_monitor,Bark,Bark Monitoring,unknown,,Student device/account monitoring (Bark) as listed on ACS Technology page,yes,unknown,unknown,deployed,,2026-09-13,https://www.acs-k12.org/departments/technology,Technology department page lists Bark Monitoring among digital citizenship / safety resources; deployment scope beyond page listing not recovered.,Athens City Schools,
AL,Montgomery Public Schools,traditional_lea,,classroom_genai,L-Evate Academy,Life Be Life-ing,pilot_campus,McIntyre Comprehensive Academy,"Student emotional check-ins, resilience lessons, AI digital mentor chat; teacher classwide emotional-trend dashboards (district says privacy maintained)",yes,unknown,teacher_counselor,pilot,2026-02-05,2026-09-13,https://www.mps.k12.al.us/article/2682787|https://www.wsfa.com/2026/02/05/montgomery-public-schools-launches-ai-partnership-benefit-students/,Official MPS article + WSFA: partnership with L-Evate Academy; AI digital mentor for students beginning at McIntyre Comprehensive Academy; goal to expand. Not a published ChatGPT/approved generative-writing list. ChatGPT not implicated.,Montgomery Public Schools,
AL,Alabaster City Schools,traditional_lea,0100190,ai_tutoring_platform,Telo AI,Telo AI,multi_campus,,Conversational practice for English learners via physical robot; public reporting says conversation data not retained for model training,unknown,unknown,unknown,deployed,2026,2026-09-13,https://districtadministration.com/alabaster-scales-responsible-ai-for-english-learners/|https://abc3340.com/news/local/ai-in-alabaster-schools,Pilot expanded with four additional robots for 2026-27 SY for EL speaking practice; teacher-directed.,Alabaster City Schools,
AL,Alabaster City Schools,traditional_lea,0100190,classroom_genai,SchoolAI,SchoolAI,unknown,Meadow View Elementary (teacher-reported Genius Hour Space),Teacher-created SchoolAI Spaces for student brainstorming per ACS PD article,unknown,no,unknown,announced,,2026-09-13,https://www.acsboe.org/article/2588527,Documented in ACS AI Focused Learning Days article (teacher classroom use). Not treated as a full districtwide contract announcement.,Alabaster City Schools,
AL,Gadsden City Schools,traditional_lea,0101620,device_account_monitor,Securly,Securly,districtwide,,Content filtering / monitoring cited in FOCUS Act Internet Safety policy for blocking inappropriate content,yes,unknown,unknown,deployed,,2026-09-13,https://www.gcs.k12.al.us/wp-content/uploads/sites/4/2025/07/FocusAct.Cell_.Phones.Internet.Safety.2025.pdf,Named as filter used to block/filter obscene/harmful content under Gadsden Internet Safety / FOCUS Act policy.,Gadsden City Schools,
SC,Greenville County Schools,traditional_lea,,camera_ai_gun_detect,ZeroEyes,ZeroEyes AI Gun Detection,districtwide,,CCTV video frames scanned for visible/brandished firearms via existing district cameras,unknown,yes,vendor_soc,announced,2026-06-09,2026-09-14,https://greenvillejournal.com/news/greenville-county-schools-spends-2-5m-on-security-upgrades-board-of-trustees-notes/;https://www.greernews.com/news/gcs-board-approves-2-5m-security-contract-new-non-resident-student-policy/article_441d4d91-3034-4698-adba-2c513a272b12.html;https://www.gofountaininn.com/news/gcs-board-approves-fountain-inn-elementary-land-purchase-2-5m-security-contract/article_b8c5f959-3192-4ed3-a70a-100d477135e3.html,BOE Jun 9 2026 unanimously approved ~$2.55M three-year ZeroEyes contract from General Fund for AI gun detection on cameras across all campuses; video storage remains internal to GCS. Status announced (contract approved; go-live not independently confirmed as complete).,Greenville County Schools,
SC,Greenville County Schools,traditional_lea,,entry_portal_weapons,Evolv,Evolv weapons detection (entry portals),multi_campus,,Entry-portal screening of persons/bags for weapons signatures (mobile rotating deployment),unknown,no,district_soc,deployed,2022-08-01,2026-09-14,https://www.greenville.k12.sc.us/Parents/main.asp?titleid=safety;https://www.greenville.k12.sc.us/Parents/main.asp?titleid=safetywds;https://greenville.k12.sc.us/News/main.asp?titleid=2208wds,GCS Safety page: Evolv since 2022-23 school year; mobile random rotation during school day and events. 2024-25: grades 3-5 included in random screenings; nine dual-lane systems as of 24/25.,Greenville County Schools,
SC,Greenville County Schools,traditional_lea,,vape_aggression_sensor,HALO,HALO Smart Sensor,multi_campus,,"Bathroom/area air quality, vape/THC, aggression/sound anomalies (incl. gunshot claim) alerting campus admins",unknown,unknown,district_soc,deployed,2024-01-01,2026-09-14,https://www.greenville.k12.sc.us/Parents/main.asp?titleid=safety;https://www.wyff4.com/article/school-district-installation-south-carolina/61060718,"District Safety page: HALOs in all middle and high schools. WYFF: bathroom installs; detects vape/THC, abnormal decibel/gunshot claims; alerts campus admin.",Greenville County Schools,
SC,Dillon School District Four,traditional_lea,,camera_ai_gun_detect,ZeroEyes,ZeroEyes AI Gun Detection,districtwide,,CCTV video frames scanned for brandished firearms; ZOC human verification,unknown,yes,vendor_soc,deployed,2026-02-24,2026-09-14,https://wpde.com/news/local/dillon-school-district-4-ai-gun-detection-six-schools-elementary-middle-pre-k-high-safety-gun-law-cameras-detector-staff-students-protection-video-provisio-zeroeyes,"WPDE Feb 24 2026: ZeroEyes deploying across six schools (~3,800 students). Funded via SCDE Proviso 1.78 FY2024-25 school safety grant. Supplements metal detectors/other hardening.",Dillon School District Four,
SC,Lexington-Richland School District Five,traditional_lea,,camera_ai_gun_detect,ZeroEyes,ZeroEyes AI Gun Detection,multi_campus,,CCTV still images scanned for weapons; alerts with map location to district and LE,no,yes,vendor_soc,announced,2025-05-08,2026-09-14,"https://www.lexingtonchronicle.com/stories/lexington-richland-5-aims-to-boost-security-with-ai-detection,128871",Lexington County Chronicle May 8 2025: board briefed on ZeroEyes + CrisisGo collaboration funded via 2024 bond security upgrades for named elementary/middle/high campuses. Tech director: ZeroEyes does not store PII / detects weapons only. Status announced (implementation described; go-live not independently dated).,Lexington-Richland School District Five,
SC,Lancaster County School District,traditional_lea,,entry_portal_weapons,Evolv,Evolv weapons detection (entry portals),multi_campus,,Entry-portal AI screening of persons/bags for weapons; analytics dashboards,unknown,no,district_soc,deployed,2024-10-29,2026-09-14,https://www.lancastercsd.com/article/1847899;https://www.wcnc.com/article/news/local/lancaster-county-schools-heightens-safety-ai/275-237bd27c-2027-481a-9099-a0580878cbe0;https://www.heraldonline.com/news/local/education/article312064164.html,District demo Oct 29 2024 at Lancaster HS. WCNC/Herald: ~$1.4M Evolv at 4 high + 5 middle schools (~$608k SCDE grant). Live for school-year entry screening.,Lancaster County School District,
SC,School District of Pickens County,traditional_lea,,entry_portal_weapons,Evolv,Evolv weapons detection (entry portals),multi_campus,,Entry-portal AI screening for weapons at high school campuses,unknown,no,district_soc,deployed,2025-09-04,2026-09-14,https://www.foxcarolina.com/2025/09/04/upstate-school-district-adds-evolv-weapons-detection-system/;https://www.pickens.k12.sc.us/page/evolv-safety-screening,FOX Carolina Sep 4 2025: Evolv introducing at four Pickens County high schools; Chromebooks removed before screening. District maintains Evolv Safety Screening page.,School District of Pickens County,
SC,Spartanburg School District 5,traditional_lea,,entry_portal_weapons,Evolv,Evolv Express / eXpedite,multi_campus,Byrnes High School,Entry-portal AI weapons screening (Express + eXpedite) with Evolv Insights analytics,unknown,no,district_soc,deployed,2022-01-01,2026-09-14,https://evolv.com/resources/press-releases/spartanburg-school-district-five-reports-efficient-security-experience/,Evolv press Apr 30 2026: partner since 2022; Express across 14-school campus + eXpedite at Byrnes HS; student survey results published. Also referenced in SC peer districts as Evolv user.,Spartanburg School District 5,
SC,Spartanburg School District 6,traditional_lea,,entry_portal_weapons,Evolv,Evolv Express,multi_campus,,Entry-portal AI free-flow weapons screening,unknown,no,district_soc,deployed,2020-02-13,2026-09-14,https://evolv.com/resources/press-releases/south-carolina-school-districts-championing-efforts-to-keep-students-safe-with-evolv-technologys-first-of-its-kind-free-flow-weapons-detection-systems/;https://evolv.com/resources/press-releases/spartanburg-school-safety-strategy-strengthend-by-evolv-technology/,"Evolv Feb 2020 SC announcement + later expansion PR: District 6 early SC adopter of Evolv Express across main campuses / Technology Center (~12,000 students/staff).",Spartanburg School District 6,
SC,Florence School District One,traditional_lea,,entry_portal_weapons,Evolv,Evolv Express,multi_campus,,Entry-portal AI weapons screening at main/bus/gym entries,unknown,no,district_soc,deployed,2019-01-01,2026-09-14,https://ir.evolvtechnology.com/news/press-releases/detail/154/florence-1-schools-expands-partnership-with-evolv-technology-doubles-down-on-commitment-to-school-safety;https://evolv.com/resources/press-releases/south-carolina-school-districts-championing-efforts-to-keep-students-safe-with-evolv-technologys-first-of-its-kind-free-flow-weapons-detection-systems/,Evolv IR: Florence 1 became second U.S. school district to implement Evolv (2019); expanded to 23 Express systems across eight schools (HS/MS entries).,Florence School District One,
SC,Greenville County Schools,traditional_lea,,device_account_monitor,Gaggle,Gaggle Safety Management,districtwide,,Online student content monitored for potential threats with response protocols,yes,unknown,mixed,deployed,,2026-09-14,https://www.greenville.k12.sc.us/Parents/main.asp?titleid=safety,"Official GCS Safety and Security parent page lists Gaggle as the online system that monitors content, detects potential threats, and activates response protocols. Product module beyond Safety Management naming not further specified on page.",Greenville County Schools,
SC,School District of Pickens County,traditional_lea,,device_account_monitor,Securly,Securly Aware,districtwide,,"AI keyword/behavior monitoring of student Chromebook online activity for bullying, self-harm, mental-health flags; parent alerts",yes,unknown,district_soc,deployed,2025-08-07,2026-09-14,https://www.foxcarolina.com/2025/08/07/artificial-intelligence-monitoring-students-safety-pickens-county/,FOX Carolina Aug 7 2025: Securly Filter ~10 years; Securly Aware AI sent 355 alerts prior school year. Asst. Supt. Preisig / Student Services Fain quoted on self-harm/bullying alerts and interventions.,School District of Pickens County,
SC,Horry County Schools,traditional_lea,,device_account_monitor,Linewize,Linewize Monitor,districtwide,,24/7 monitoring of school-issued devices and personal devices on school Wi-Fi for weapons/threat/bullying/drug language; real-time alerts,yes,unknown,mixed,deployed,2024-03-19,2026-09-14,https://wpde.com/news/local/horry-county-schools-ai-monitoring-student-phones-devices-weapons-threats-wifi-network-likewise;https://www.wmbfnews.com/2025/08/18/horry-county-schools-implementing-new-ways-monitor-students-online-activity/;https://vrapp.vendorregistry.com/Bids/View/Bid/dae1a8c1-23db-42dd-afe7-512c7d7f5624,"Awarded solicitation 2324-33MJ Linewize Content and Internet Filtering ($495,120 NOA Mar 19 2024). WPDE/WMBF Aug 2025: Linewize monitors school devices 24/7 + personal devices on Wi-Fi; Security Dir. Mike Frederick quoted. Product named Linewize Monitor in news; solicitation title includes filtering.",Horry County Schools,
SC,Porter-Gaud School,private,,device_account_monitor,ManagedMethods,Cloud Monitor,single_campus,Porter-Gaud School,Google Workspace cloud activity monitoring / visibility for security threats and remediation,yes,unknown,unknown,deployed,2024-09-06,2026-09-14,https://managedmethods.com/blog/customer-story-k12-porter-gaud-school-sc/,Vendor customer story (Sep 6 2024): Tech Dir. Phil Zaubi; ~3 years on Cloud Monitor for Google Workspace security/visibility and threat action. Private independent school; geographic host LEA Charleston County School District.,,Charleston County School District
FL,Duval County Public Schools,traditional_lea,,entry_portal_weapons,Evolv,Evolv weapons detection (entry portals),multi_campus,,Walk-through AI weapons detection at high school entries,unknown,no,district_soc,deployed,2023-01-01,2026-09-14,https://www.duvalschools.org/page/student-safety;https://www.devilsadvocatepaper.com/features-1/2024/2/2/safety-in-our-schools;https://www.news4jax.com/news/local/2023/08/14/weapon-detectors-smart-ids-alert-badges-k-9s-the-safety-changes-duval-county-students-will-see-this-year/,Official DCPS Student Safety page: EVOLV at each high school (CEIA OPENGATE at middle schools — not seeded as separate Evolv-class row). Devil's Advocate: Riverside pilot ~Jan 2023 then all HS 2023-24. Middle/elementary OpenGate not coded as Evolv.,Duval County Public Schools,
FL,School District of Palm Beach County,traditional_lea,,device_account_monitor,Lightspeed,Lightspeed Alert,districtwide,,AI monitoring of district-issued devices and district-managed Google accounts for violence/self-harm/bullying indicators; analyst review then escalation,yes,unknown,mixed,deployed,2024-08-01,2026-09-14,https://www.palmbeachpost.com/story/news/education/2026/02/27/palm-beach-county-schools-ai-tool-monitor-students-online/88902347007/;https://www.themuseatdreyfoos.com/news/2024/12/05/district-pilots-ai-student-surveillance-program/;https://www.southcoasttoday.com/story/news/education/2026/02/27/palm-beach-county-schools-ai-tool-monitor-students-online/88902347007/,2024-25 school-year pilot at 10 schools (The Muse / Dreyfoos). Palm Beach Post Feb 26-27 2026: district parent notice describes Lightspeed Alert as student safety monitoring with AI flags + safety-analyst review; FERPA school-official language — treated as deployed beyond initial pilot.,School District of Palm Beach County,
FL,Bay County Public Schools,traditional_lea,,device_account_monitor,GoGuardian,GoGuardian Beacon,unknown,Arnold High School,School-owned computer internet searches monitored for self-harm/threat indicators; alerts to SRO/safety team,yes,unknown,district_soc,deployed,2024-09-09,2026-09-14,https://www.inkfreenews.com/2026/08/30/schools-can-monitor-students-to-the-keystroke-is-it-worth-it/;https://tucson.com/news/nation-world/education/article_e4c57a68-c05a-47ec-a764-1e06ebfd1b13.html,USA TODAY Network photo caption (Sep 9 2024) republished in national education coverage: Bay County sheriff deputy David Cobb monitors GoGuardian Beacon alerts at Arnold High School (Panama City Beach). Districtwide scope not confirmed beyond named campus evidence.,Bay County Public Schools,
AL,Huntsville City Schools,traditional_lea,,entry_portal_weapons,Evolv,Evolv weapons detection (entry portals),multi_campus,,Walk-through AI weapons detection at high school entries,unknown,no,district_soc,deployed,2023-01-01,2026-09-14,https://www.meritalkslg.com/articles/alabama-schools-install-new-weapon-detection-systems/,MeriTalk Mar 26 2025 citing HCS: Evolv at high schools early 2023; OpenGate later at middle/JH (Fall 2024) and elementary (2025) — only Evolv high-school layer seeded as entry_portal_weapons.,Huntsville City Schools,
AL,Opelika City Schools,traditional_lea,,device_account_monitor,Lightspeed,Lightspeed Alert,districtwide,,"AI scans educational apps/browsers/docs/chat/social for self-harm, bullying, violence; 24/7 Lightspeed Safety Specialists + district escalation",yes,yes,mixed,deployed,,2026-09-14,https://www.lightspeedsystems.com/resources/case-studies/opelika-city-schools-al-committed-to-keeping-every-student-safe-100-of-the-time-with-lightspeed-alert/,Lightspeed case study quoting CTO Stacy Royster: Lightspeed Alert adopted after long-time Filter use; cites interventions for self-harm/abduction/suicide attempts; 24/7 specialist phone escalation.,Opelika City Schools,
AL,Blount County Schools,traditional_lea,,device_account_monitor,Securly,Securly (filter + bullying/self-harm detection),districtwide,,Cloud web filter across school/home with bullying and self-harm detection features,yes,unknown,unknown,deployed,,2026-09-14,https://resources.finalsite.net/images/v1681933100/blountboenet/gizezrlmj93y3arepjcc/ALSDE_District_Tech_Plan_2021-2022.pdf,ALSDE District Technology Plan 2021-2022 (Blount): Securly cloud filter purchased FY20 with 3-year subscription; explicitly includes bullying and self-harm detection. Later Aware-branded confirmation not recovered; product coded with bullying/self-harm note.,Blount County Schools,
GA,City of Decatur Police Department,municipal_police,,alpr_vehicle_ai,Flock Safety,Flock Safety Falcon ALPR,citywide,,"Fixed ALPRs read license plate, plate state, and vehicle characteristics (type/make/color); timestamp and camera site; cloud upload for LE investigation searches",vehicle_plate_and_image,n/a_le_owned,yes_authorized_officers,deployed,,2026-09-14,https://www.decaturish.com/news/decatur/two-decatur-flock-cameras-vandalized-as-backlash-grows/article_bbc6361f-083d-4557-9f8f-bd89bd155a33.html;https://www.wabe.org/two-decatur-flock-cameras-vandalized-as-backlash-grows/;https://www.wsbtv.com/news/local/flock-cameras-are-spreading-across-georgia-so-is-backlash/HIPB7DNQGVBCRM2X7G2A7T7NRQ/;https://www.fox5atlanta.com/news/decatur-weighs-flock-camera-use-amid-privacy-concerns,"CITY POLICE OWNED — not City Schools of Decatur (CSD) equipment. ~24 fixed Falcon ALPRs citywide; ~$62,500/yr maintenance/platform contract (Decaturish/WABE/WSB). Join to CSD for neighborhood safety context only. Distinct from Blueline school-zone photo speed cameras (do not label those as Flock). Two units reported vandalized amid privacy backlash (police presentation to City Commission).",,City Schools of Decatur
FL,School District of Palm Beach County,traditional_lea,1201500,classroom_genai,OpenAI,ChatGPT,districtwide,,Educator/student generative-AI prompts and outputs in district-managed accounts,unknown,unknown,unknown,deployed,2025-01-01,2026-09-14,https://www2.palmbeachschools.org/ebooks/superintendent24-25/files/basic-html/page122.html,FY25 Superintendent Annual Report: ChatGPT approved for staff use among Generative AI Assistants.,School District of Palm Beach County,
FL,School District of Palm Beach County,traditional_lea,1201500,classroom_genai,Google,Gemini,districtwide,,Educator/student generative-AI prompts and outputs in district-managed accounts,unknown,unknown,unknown,deployed,2025-01-01,2026-09-14,https://www2.palmbeachschools.org/ebooks/superintendent24-25/files/basic-html/page122.html,FY25 Superintendent Annual Report: Google Gemini approved for staff.,School District of Palm Beach County,
FL,School District of Palm Beach County,traditional_lea,1201500,classroom_genai,Anthropic,Claude,districtwide,,Educator/student generative-AI prompts and outputs in district-managed accounts,unknown,unknown,unknown,deployed,2025-01-01,2026-09-14,https://www2.palmbeachschools.org/ebooks/superintendent24-25/files/basic-html/page122.html,FY25 Superintendent Annual Report: Claude approved for staff Generative AI Assistants.,School District of Palm Beach County,
FL,School District of Palm Beach County,traditional_lea,1201500,classroom_genai,Khan Academy,Khanmigo Teacher Tools,districtwide,,Educator/student generative-AI prompts and outputs in district-managed accounts,unknown,unknown,unknown,deployed,2025-01-01,2026-09-14,https://www2.palmbeachschools.org/ebooks/superintendent24-25/files/basic-html/page122.html,FY25 Superintendent Annual Report: Khanmigo Teacher Tools approved for staff.,School District of Palm Beach County,
FL,School District of Palm Beach County,traditional_lea,1201500,classroom_genai,SMART Technologies,Lumio AI Assist,districtwide,,Educator/student generative-AI prompts and outputs in district-managed accounts,unknown,unknown,unknown,deployed,2025-01-01,2026-09-14,https://www2.palmbeachschools.org/ebooks/superintendent24-25/files/basic-html/page122.html,FY25 Superintendent Annual Report: Lumio AI Assist on SMART interactive panels.,School District of Palm Beach County,
FL,Orange County Public Schools,traditional_lea,1201440,classroom_genai,OpenAI,ChatGPT,districtwide,,Educator/student generative-AI prompts and outputs in district-managed accounts,unknown,unknown,unknown,deployed,2025-12-09,2026-09-14,https://theapopkachief.com/orange-county-public-schools-plans-broader-ai-integration-in-classrooms/|https://www.ocps.net/ai|https://openai.com/index/bringing-chatgpt-for-teachers-to-more-us-school-districts/,CIO: OCPS-approved GenAI includes ChatGPT for staff; ChatGPT Guide on ocps.net/ai; OpenAI ChatGPT for Teachers partner.,Orange County Public Schools,
FL,Orange County Public Schools,traditional_lea,1201440,classroom_genai,Google,Gemini,districtwide,,Educator/student generative-AI prompts and outputs in district-managed accounts,unknown,unknown,unknown,deployed,2025-12-09,2026-09-14,https://theapopkachief.com/orange-county-public-schools-plans-broader-ai-integration-in-classrooms/|https://www.ocps.net/ai,OCPS-approved GenAI for staff; Gemini Youth Experience featured on ocps.net/ai for students.,Orange County Public Schools,
FL,Orange County Public Schools,traditional_lea,1201440,classroom_genai,Microsoft,Microsoft Copilot,districtwide,,Educator/student generative-AI prompts and outputs in district-managed accounts,unknown,unknown,unknown,deployed,2025-12-09,2026-09-14,https://theapopkachief.com/orange-county-public-schools-plans-broader-ai-integration-in-classrooms/,CIO: Microsoft Copilot listed among OCPS-approved GenAI for staff.,Orange County Public Schools,
FL,Orange County Public Schools,traditional_lea,1201440,classroom_genai,Adobe,Adobe Firefly,districtwide,,Educator/student generative-AI prompts and outputs in district-managed accounts,unknown,unknown,unknown,deployed,2025-12-09,2026-09-14,https://theapopkachief.com/orange-county-public-schools-plans-broader-ai-integration-in-classrooms/|https://www.ocps.net/ai,CIO: Adobe Firefly approved for staff and student use; featured on ocps.net/ai.,Orange County Public Schools,
FL,Orange County Public Schools,traditional_lea,1201440,classroom_genai,Khan Academy,Khanmigo,districtwide,,Educator/student generative-AI prompts and outputs in district-managed accounts,unknown,unknown,unknown,deployed,2025-12-09,2026-09-14,https://theapopkachief.com/orange-county-public-schools-plans-broader-ai-integration-in-classrooms/|https://www.ocps.net/ai,CIO: Khanmigo (Khanmingo) approved for staff and student use.,Orange County Public Schools,
FL,Orange County Public Schools,traditional_lea,1201440,classroom_genai,Google,NotebookLM,districtwide,,Educator/student generative-AI prompts and outputs in district-managed accounts,unknown,unknown,unknown,deployed,2025-12-09,2026-09-14,https://theapopkachief.com/orange-county-public-schools-plans-broader-ai-integration-in-classrooms/|https://www.ocps.net/ai,District uses NotebookLM for board/policy search; featured on ocps.net/ai.,Orange County Public Schools,
FL,Orange County Public Schools,traditional_lea,1201440,classroom_genai,Google,Gemini Youth Experience,districtwide,,Educator/student generative-AI prompts and outputs in district-managed accounts,unknown,unknown,unknown,deployed,2026-08-01,2026-09-14,https://www.ocps.net/ai,ocps.net/ai features Gemini Youth Experience as protected student AI experience.,Orange County Public Schools,
FL,Flagler County Public Schools,traditional_lea,1200540,classroom_genai,OpenAI,ChatGPT Enterprise,districtwide,,Educator/student generative-AI prompts and outputs in district-managed accounts,unknown,unknown,unknown,deployed,2025-07-01,2026-09-14,https://www.clickorlando.com/news/local/2026/08/13/ai-in-central-florida-classrooms-a-district-by-district-policy-breakdown/|https://flaglerlive.com/ai-flagler/|https://openai.com/index/bringing-chatgpt-for-teachers-to-more-us-school-districts/,Staff enterprise ChatGPT (ClickOrlando Foley; FlaglerLive Diesing); OpenAI ChatGPT for Teachers partner.,Flagler County Public Schools,
FL,Flagler County Public Schools,traditional_lea,1200540,classroom_genai,Google,Gemini,districtwide,,Educator/student generative-AI prompts and outputs in district-managed accounts,unknown,unknown,unknown,deployed,2025-07-01,2026-09-14,https://www.clickorlando.com/news/local/2026/08/13/ai-in-central-florida-classrooms-a-district-by-district-policy-breakdown/|https://flaglerlive.com/ai-flagler/,Staff enterprise Gemini; students 6–12 Student Gemini (district communications).,Flagler County Public Schools,
FL,Flagler County Public Schools,traditional_lea,1200540,classroom_genai,MagicSchool,MagicSchool AI,districtwide,,Educator/student generative-AI prompts and outputs in district-managed accounts,unknown,unknown,unknown,deployed,2025-07-01,2026-09-14,https://www.clickorlando.com/news/local/2026/08/13/ai-in-central-florida-classrooms-a-district-by-district-policy-breakdown/|https://flaglerlive.com/ai-flagler/,Named district-supported education AI platform for staff and student use (grades 6–12 / elementary teacher-directed).,Flagler County Public Schools,
FL,Flagler County Public Schools,traditional_lea,1200540,classroom_genai,Brisk,Brisk Teaching,districtwide,,Educator/student generative-AI prompts and outputs in district-managed accounts,unknown,unknown,unknown,deployed,2025-07-01,2026-09-14,https://www.clickorlando.com/news/local/2026/08/13/ai-in-central-florida-classrooms-a-district-by-district-policy-breakdown/,District communications: Brisk Teaching for staff and students grades 6–12.,Flagler County Public Schools,
FL,Flagler County Public Schools,traditional_lea,1200540,classroom_genai,Khan Academy,Khanmigo,districtwide,,Educator/student generative-AI prompts and outputs in district-managed accounts,unknown,unknown,unknown,deployed,2025-07-01,2026-09-14,https://www.clickorlando.com/news/local/2026/08/13/ai-in-central-florida-classrooms-a-district-by-district-policy-breakdown/|https://flaglerlive.com/ai-flagler/,Khanmigo named among Flagler student/staff AI tools.,Flagler County Public Schools,
FL,Flagler County Public Schools,traditional_lea,1200540,classroom_genai,Google,NotebookLM,districtwide,,Educator/student generative-AI prompts and outputs in district-managed accounts,unknown,unknown,unknown,deployed,2026-04-30,2026-09-14,https://flaglerlive.com/ai-flagler/,FlaglerLive Apr 2026: teachers using NotebookLM; AI literacy PD.,Flagler County Public Schools,
FL,Sarasota County Public Schools,traditional_lea,1201680,classroom_genai,OpenAI,ChatGPT for Teachers,districtwide,,Educator/student generative-AI prompts and outputs in district-managed accounts,unknown,unknown,unknown,deployed,2026-08-01,2026-09-14,https://openai.com/index/bringing-chatgpt-for-teachers-to-more-us-school-districts/,OpenAI Aug 2026 expansion names Sarasota County Schools; ED Joe Binswanger quote on ChatGPT partnership.,Sarasota County Public Schools,
FL,Osceola County Public Schools,traditional_lea,1201470,classroom_genai,Microsoft,Microsoft Copilot Chat,districtwide,,Educator/student generative-AI prompts and outputs in district-managed accounts,unknown,unknown,unknown,deployed,2026-08-01,2026-09-14,https://osceola-schools.community.diligentoneplatform.com/document/cc819b61-956f-455f-9aba-1b60255b1383/|https://www.clickorlando.com/news/local/2026/08/13/ai-in-central-florida-classrooms-a-district-by-district-policy-breakdown/,Board workshop Jul 28 2026: Copilot Chat approved for students 13+ (Aug 2026); staff Copilot.,Osceola County Public Schools,
FL,Osceola County Public Schools,traditional_lea,1201470,classroom_genai,Khan Academy,Khanmigo,districtwide,,Educator/student generative-AI prompts and outputs in district-managed accounts,unknown,unknown,unknown,deployed,2024-10-01,2026-09-14,https://osceola-schools.community.diligentoneplatform.com/document/cc819b61-956f-455f-9aba-1b60255b1383/|https://www.clickorlando.com/news/local/2026/08/13/ai-in-central-florida-classrooms-a-district-by-district-policy-breakdown/,Named student-facing approved tool (grades 6–12) on Jul 2026 board AI workshop list.,Osceola County Public Schools,
FL,Osceola County Public Schools,traditional_lea,1201470,classroom_genai,MagicSchool,MagicSchool AI,multi_campus,,Educator/student generative-AI prompts and outputs in district-managed accounts,unknown,unknown,unknown,deployed,2026-07-28,2026-09-14,https://osceola-schools.community.diligentoneplatform.com/document/cc819b61-956f-455f-9aba-1b60255b1383/,MagicSchool AI implementation in CTE (2026/27 launch materials); MagicStudent teacher-guided.,Osceola County Public Schools,
FL,Osceola County Public Schools,traditional_lea,1201470,classroom_genai,MagicSchool,MagicStudent,multi_campus,,Educator/student generative-AI prompts and outputs in district-managed accounts,unknown,unknown,unknown,deployed,2026-07-28,2026-09-14,https://osceola-schools.community.diligentoneplatform.com/document/cc819b61-956f-455f-9aba-1b60255b1383/|https://www.clickorlando.com/news/local/2026/08/13/ai-in-central-florida-classrooms-a-district-by-district-policy-breakdown/,Named student-facing approved tool (teacher-guided) on ClickOrlando / board workshop list.,Osceola County Public Schools,
FL,Osceola County Public Schools,traditional_lea,1201470,ai_tutoring_platform,Microsoft,Microsoft Reading Coach,districtwide,,Educator/student generative-AI prompts and outputs in district-managed accounts,unknown,unknown,unknown,deployed,2026-07-28,2026-09-14,https://osceola-schools.community.diligentoneplatform.com/document/cc819b61-956f-455f-9aba-1b60255b1383/|https://www.clickorlando.com/news/local/2026/08/13/ai-in-central-florida-classrooms-a-district-by-district-policy-breakdown/,Named student-facing approved tool on Jul 2026 approved-tools list.,Osceola County Public Schools,
FL,Osceola County Public Schools,traditional_lea,1201470,classroom_genai,Accelerate Learning,STEMscopes Chatbot,districtwide,,Educator/student generative-AI prompts and outputs in district-managed accounts,unknown,unknown,unknown,deployed,2026-07-28,2026-09-14,https://osceola-schools.community.diligentoneplatform.com/document/cc819b61-956f-455f-9aba-1b60255b1383/|https://www.clickorlando.com/news/local/2026/08/13/ai-in-central-florida-classrooms-a-district-by-district-policy-breakdown/,Named content-specific student approved tool (science).,Osceola County Public Schools,
FL,Osceola County Public Schools,traditional_lea,1201470,ai_tutoring_platform,Amira Learning,Amira,multi_campus,,Educator/student generative-AI prompts and outputs in district-managed accounts,unknown,unknown,unknown,deployed,2024-10-01,2026-09-14,https://osceola-schools.community.diligentoneplatform.com/document/cc819b61-956f-455f-9aba-1b60255b1383/,Implementation journey: students began engaging with Amira (Q2 2024/25) alongside Khanmigo/Adobe/Canva.,Osceola County Public Schools,
